MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.25,36,6.02,2.94,2941.0,1.6,41.8608,-121.1422,1.213
0.352,45,5.24,2.14,4750.0,2.93,35.6609,-114.7415,1.398
0.247,17,5.16,2.73,3085.0,2.48,36.44,-114.6857,0.744
0.297,7,6.54,3.02,1294.0,3.76,35.2953,-123.9018,1.571
0.42,42,6.76,3.59,3002.0,1.47,40.4514,-118.0278,2.112
0.245,43,6.58,3.31,283.0,3.2,34.3694,-122.9715,1.183
0.394,47,5.33,2.47,2547.0,4.49,33.7127,-119.8694,1.167
0.377,13,3.36,1.63,2925.0,2.87,40.8738,-115.0731,1.01
0.213,36,5.35,2.55,471.0,3.0,34.2419,-123.7296,0.613
0.418,36,4.74,2.19,1173.0,3.3,40.6504,-114.6577,0.946
0.38,40,5.37,2.68,4946.0,3.35,37.9927,-114.0582,0.746
0.308,41,4.83,2.12,3217.0,2.71,40.322,-117.4624,1.03
0.228,48,5.48,2.69,2400.0,2.29,33.1665,-120.7591,1.008
0.22,24,4.46,2.14,1300.0,3.46,41.6544,-121.8644,1.683
0.246,4,4.22,1.94,795.0,1.66,35.3477,-119.9576,1.178
0.36,10,6.72,3.13,2254.0,3.58,33.057,-122.6118,1.58
0.213,45,4.53,2.03,2818.0,2.73,39.7664,-124.2894,0.618
0.347,43,5.5,2.54,1061.0,3.0,34.1953,-123.8412,1.606
0.193,1,6.45,2.94,4044.0,2.63,35.8356,-117.5326,1.54
0.277,19,6.41,3.15,2258.0,4.0,38.1492,-124.2821,1.762
0.309,13,6.29,3.34,467.0,3.17,33.1519,-121.3347,1.887
0.7,17,5.8,3.2,855.0,2.77,34.4184,-117.3979,3.029
0.184,32,6.22,3.52,4335.0,2.76,37.1462,-122.6648,
0.498,26,6.87,2.8,1822.0,2.9,36.5081,-121.0111,2.105
0.313,25,5.93,3.57,1989.0,4.68,37.7969,-124.1699,0.825
0.343,22,3.66,1.57,1154.0,2.08,39.422,-123.3196,1.838
0.31,33,4.97,2.57,4077.0,3.76,35.8534,-122.1278,1.036
0.347,35,6.2,2.65,4117.0,3.4,36.3419,-123.1751,1.626
0.282,3,4.87,2.94,1363.0,4.08,35.0876,-119.5434,0.514
0.495,7,7.12,3.47,3700.0,3.44,35.7271,-123.1671,3.011
0.253,18,5.44,2.27,2371.0,3.0,32.9848,-121.2956,1.573
0.442,22,5.59,2.49,1000.0,3.71,38.0112,-116.9025,1.509
0.237,50,6.62,3.26,4020.0,3.16,34.1414,-117.6345,0.832
0.291,45,5.32,3.11,597.0,3.53,39.3047,-120.4785,1.195
0.204,33,5.68,3.09,4396.0,4.0,32.9008,-114.7236,0.369
0.349,2,6.4,2.69,323.0,3.06,33.0688,-116.2342,2.203
0.493,6,4.03,1.98,1750.0,2.7,35.2045,-118.1246,2.169
0.289,23,5.21,2.5,1288.0,2.55,36.6648,-119.9138,1.403
0.278,30,6.33,2.93,1329.0,3.32,39.0893,-123.8696,0.959
0.201,34,5.57,3.03,2504.0,2.39,39.0757,-120.165,0.535
0.274,8,6.97,3.19,3808.0,2.76,41.7471,-118.7747,1.573
0.17,45,3.92,1.95,2119.0,2.32,35.8406,-114.0943,0.308
0.216,25,3.81,1.76,2676.0,3.36,33.0638,-114.5081,0.611
0.322,30,6.27,3.16,4863.0,2.47,40.682,-123.3218,1.28
0.472,2,6.37,3.57,2589.0,2.1,39.4411,-114.2177,1.791
0.795,42,5.31,2.63,4002.0,2.22,33.1472,-116.5765,3.007
0.242,28,5.9,2.65,2047.0,2.6,33.2917,-117.3397,1.359
0.491,12,6.25,2.87,575.0,2.66,37.028,-115.0126,2.603
0.324,16,4.69,2.22,1428.0,3.18,35.7456,-121.0869,1.511
0.282,18,4.79,2.1,962.0,2.89,38.1655,-120.3073,1.2
0.346,2,5.69,2.76,4554.0,3.26,34.582,-115.3551,1.425
0.304,48,6.4,3.03,327.0,3.32,41.6137,-123.4081,1.121
0.309,41,4.33,2.16,4147.0,3.52,37.3653,-117.0538,1.296
0.258,45,5.3,2.31,863.0,1.66,39.6318,-115.9969,1.025
0.182,18,5.26,2.44,922.0,2.21,33.695,-115.2068,0.496
0.173,28,5.92,2.98,2741.0,3.39,38.3608,-122.1987,0.857
0.374,23,5.49,3.05,589.0,3.15,40.7192,-117.3679,1.055
0.27,24,4.95,2.13,568.0,3.68,32.7184,-123.6,1.312
0.241,30,6.75,3.46,3923.0,1.92,37.6299,-115.4599,1.207
0.298,23,4.96,2.35,487.0,2.67,34.8442,-119.4411,1.169
0.393,39,5.21,2.03,3066.0,2.79,37.0447,-117.9463,1.158
0.317,3,3.91,1.73,767.0,3.12,40.252,-115.5606,1.543
0.236,10,4.79,1.98,610.0,3.03,39.0557,-119.1868,1.213
0.457,45,6.02,3.02,3413.0,3.33,39.6677,-119.1591,1.165
0.517,45,5.82,2.52,2082.0,2.92,34.511,-119.6211,2.388
0.354,41,6.1,2.9,292.0,3.96,40.4089,-118.1927,1.331
0.418,19,6.05,2.78,3471.0,4.18,38.3329,-116.9681,1.483
0.459,23,7.59,3.03,4854.0,2.22,33.1584,-116.0457,2.73
0.442,2,4.75,2.32,2893.0,3.03,40.6957,-124.1871,2.18
0.369,14,3.88,1.84,2027.0,3.56,33.0297,-120.8452,1.207
0.367,37,4.45,2.32,4250.0,3.41,32.7733,-119.9585,0.695
0.357,18,4.8,2.11,1815.0,2.71,40.4206,-123.4637,1.229
0.203,25,4.53,2.28,3142.0,3.18,32.6237,-116.608,0.591
0.38,7,5.59,2.43,2479.0,1.89,33.3401,-119.0098,2.179
0.185,25,6.75,3.82,3686.0,2.99,32.6611,-124.4802,1.37
0.225,37,7.04,3.19,2685.0,1.98,40.8626,-117.8706,1.249
0.469,29,6.0,3.05,2512.0,3.36,32.9246,-120.9403,2.189
0.399,28,7.64,3.4,2216.0,2.22,36.0405,-116.868,2.103
0.5,46,5.14,2.45,1620.0,3.11,34.5614,-122.6132,1.53
0.27,12,3.87,1.94,2534.0,3.22,35.7458,-124.4873,0.564
0.199,15,6.55,3.24,491.0,3.05,35.2606,-123.5883,1.433
0.273,32,3.66,1.9,1830.0,2.56,40.9348,-119.8758,1.092
0.308,25,4.74,2.09,566.0,2.85,39.8027,-116.6459,1.161
0.306,49,6.02,3.18,1745.0,3.83,40.9077,-118.1589,1.577
0.442,3,5.4,2.64,1887.0,2.7,39.3404,-124.3429,
0.262,7,5.31,2.45,331.0,3.02,35.6383,-118.2881,1.471
0.336,18,4.32,1.78,1622.0,2.61,34.2655,-119.4372,1.263
0.21,23,5.49,2.62,3424.0,3.71,37.5329,-116.1363,1.31
0.348,45,6.5,3.17,4855.0,3.05,35.8883,-121.805,1.505
0.298,25,5.52,2.56,3162.0,2.47,38.6124,-116.9512,1.251
0.229,22,4.67,2.77,3617.0,3.0,32.8699,-117.8663,0.83
0.274,9,4.25,2.29,3410.0,2.83,39.2733,-117.9586,0.701
0.279,22,4.69,2.32,4733.0,3.97,35.3458,-120.2417,0.291
0.271,27,5.89,3.01,4717.0,2.97,36.8913,-124.3651,0.958
0.553,30,5.84,3.28,748.0,2.03,41.7968,-122.5298,2.3
0.287,31,4.7,2.07,2470.0,3.35,34.548,-115.6354,1.206
0.273,22,3.29,1.53,4557.0,4.25,33.6177,-118.0231,0.633
0.143,8,5.92,2.78,4432.0,3.84,34.4932,-118.4295,0.709
0.217,8,4.6,2.35,2765.0,2.23,35.8393,-118.9802,0.2
0.271,8,6.19,2.93,2330.0,2.81,37.5942,-123.6922,1.687
0.234,31,4.74,2.15,479.0,2.98,41.8121,-120.8495,1.076
0.482,43,4.51,2.2,2492.0,2.99,40.7639,-117.9989,1.786
0.281,45,5.65,2.58,2630.0,3.27,39.2921,-123.1817,1.09
0.467,16,7.86,4.05,3238.0,2.76,39.345,-114.8296,2.873
0.304,4,6.25,2.95,2704.0,2.36,35.1959,-123.7372,1.515
0.301,32,5.64,2.42,1236.0,3.67,41.3157,-117.3622,1.361
0.288,2,5.86,2.5,4847.0,2.21,37.6257,-121.337,1.527
0.298,32,3.75,1.58,1243.0,2.44,34.0439,-115.4314,1.154
0.543,20,4.38,2.03,2036.0,2.21,41.5279,-115.8182,2.096
0.132,42,2.99,1.42,2647.0,3.43,37.312,-121.0013,0.284
0.148,32,7.23,3.6,1607.0,3.07,33.9774,-119.6478,1.069
0.246,37,7.03,4.04,529.0,3.62,39.4847,-114.4293,1.275
0.299,21,5.89,3.22,3133.0,2.45,34.721,-118.117,1.617
0.379,43,5.64,2.73,1335.0,2.12,34.2828,-124.437,1.015
0.351,27,3.95,1.9,4419.0,2.69,35.0421,-116.339,0.823
0.26,32,5.28,2.22,4008.0,2.87,37.9936,-120.7062,1.467
0.425,19,7.29,3.09,2255.0,3.15,35.2796,-121.6037,2.098
0.426,23,5.63,2.87,2425.0,1.82,32.8877,-115.7625,1.773
0.317,43,4.94,2.18,4758.0,3.34,36.1812,-114.341,1.358
0.416,20,3.74,1.87,327.0,2.37,34.7267,-123.8486,1.458
0.327,2,6.88,3.08,2017.0,2.55,37.3587,-120.4013,1.726
0.244,19,5.43,2.4,491.0,3.82,36.8658,-121.563,1.652
0.38,20,3.74,1.59,864.0,1.47,33.2418,-115.0736,1.263
0.309,21,4.58,2.29,4613.0,3.23,34.8305,-115.3892,0.979
0.297,4,4.22,1.83,686.0,3.22,35.1741,-115.0383,0.77
0.498,7,5.37,3.11,4792.0,2.43,37.105,-124.0521,1.967
0.126,17,5.71,2.42,3962.0,2.69,40.3111,-123.9738,0.942
0.181,22,5.0,2.39,3277.0,3.85,34.5767,-118.7103,0.639
0.196,2,6.28,2.99,3761.0,4.37,34.0028,-122.7475,0.834
0.262,20,5.58,3.3,1087.0,3.75,32.5097,-123.3171,1.123
0.272,17,6.56,3.25,762.0,4.32,38.2618,-121.7662,1.41
0.175,2,5.14,2.17,1966.0,2.52,35.5936,-117.0513,0.997
0.211,13,8.55,4.24,3869.0,1.89,38.8665,-117.4476,1.385
0.22,14,4.94,2.2,1666.0,2.96,39.0564,-116.2555,1.586
0.703,8,4.6,2.18,1043.0,3.56,32.9247,-123.8411,2.837
0.559,38,4.47,1.93,3968.0,1.7,36.4749,-116.4527,1.235
0.257,4,5.29,2.47,3243.0,2.35,41.6958,-119.3485,1.314
0.262,29,3.78,1.98,2778.0,2.43,35.1139,-121.2136,0.76
0.199,34,5.79,2.74,2179.0,3.25,37.5307,-118.092,1.278
0.152,41,3.59,1.49,3942.0,3.16,37.6092,-116.1049,0.2
0.285,28,5.66,2.57,3725.0,2.46,34.9752,-123.4093,1.143
0.21,28,4.15,2.0,1930.0,3.13,39.9029,-116.0234,1.304
0.289,39,5.12,2.01,821.0,2.2,32.535,-118.5209,0.856
0.17,43,6.1,2.62,4373.0,2.7,34.6545,-117.9894,0.895
0.228,11,7.8,3.45,856.0,2.11,38.129,-115.271,1.734
0.313,40,4.42,2.04,2259.0,2.89,41.2143,-117.0451,0.858
0.338,24,5.35,2.38,,2.44,32.5905,-118.373,1.114
0.344,5,4.78,2.12,2203.0,3.48,38.2082,-120.9718,1.958
0.187,31,4.63,2.78,4190.0,2.98,32.532,-119.1417,0.674
0.401,49,4.79,2.2,2547.0,2.84,38.4168,-115.7161,1.452
0.225,8,6.32,3.06,3776.0,4.24,36.4102,-114.0461,1.527
0.371,1,5.01,2.51,,3.27,36.6273,-116.5604,1.754
0.296,46,7.75,3.76,1544.0,2.74,41.6913,-116.2033,1.274
0.184,30,5.92,3.31,4491.0,2.59,38.9813,-117.1561,0.273
0.266,11,4.49,2.58,2443.0,2.17,34.3659,-116.447,1.551
0.338,40,5.13,2.19,2397.0,2.95,41.9747,-121.9466,1.324
0.368,20,4.7,,3361.0,3.22,34.9384,-120.0498,1.408
0.283,17,6.3,3.9,4664.0,1.66,39.0161,-118.662,1.827
0.508,15,3.86,1.95,4383.0,2.05,38.9628,-118.7306,1.298
0.423,30,,1.83,2089.0,2.64,40.5724,-118.2287,0.673
0.272,7,4.91,2.4,1310.0,2.23,36.2892,-114.2779,0.783
0.387,19,6.18,2.63,1757.0,3.03,39.1117,-115.5197,1.748
0.585,16,6.73,2.91,1460.0,3.13,38.4464,-115.8078,2.911
0.591,4,6.88,3.76,1616.0,2.91,36.646,-115.7811,3.402
0.193,39,6.03,2.91,2267.0,3.39,41.2016,-116.17,1.136
0.215,1,5.42,2.69,301.0,2.59,34.8933,-117.3684,0.57
0.5,48,6.29,3.45,2758.0,2.97,34.6306,-121.8063,2.806
0.205,5,4.36,2.41,4275.0,2.3,38.4887,-115.5145,0.704
0.187,18,3.66,1.89,2265.0,3.2,34.3075,-121.5628,1.027
0.251,5,5.94,3.01,580.0,3.05,40.385,-116.8887,1.677
0.344,19,4.49,2.08,2070.0,2.16,35.7269,-123.3347,1.352
0.287,31,5.43,2.35,1804.0,2.89,36.5004,-118.7536,1.175
0.237,5,5.62,2.55,3053.0,2.97,38.982,-121.1526,0.951
0.235,27,5.75,2.55,1402.0,3.2,40.9085,-117.1032,0.794
0.232,39,6.44,3.15,1644.0,3.22,39.0547,-115.5195,1.082
0.219,23,6.33,2.85,3773.0,2.5,33.3949,-124.337,0.703
0.661,6,5.7,2.75,1042.0,3.53,35.7116,-123.2996,3.461
0.33,35,5.06,2.51,4676.0,3.37,39.6256,-114.7821,1.111
0.406,10,5.61,2.26,1628.0,2.49,41.1236,-121.9877,2.596
0.251,1,4.9,3.0,,2.2,38.5214,-116.8267,0.974
0.279,22,5.3,3.07,593.0,2.55,38.1635,-115.9683,1.112
0.232,14,8.12,3.73,1735.0,1.97,36.1026,-116.7242,1.871
0.118,2,5.68,2.78,2010.0,3.15,37.0415,-124.1629,0.856
0.184,39,5.95,3.28,2387.0,3.83,36.6062,-116.7781,1.076
0.158,30,4.79,2.54,641.0,4.0,33.0242,-114.4035,1.132
0.135,46,6.52,3.4,1385.0,2.24,32.7076,-120.6277,1.02
0.196,25,6.26,2.75,4410.0,3.55,38.3653,-117.0423,1.37
0.473,22,6.27,2.68,4635.0,3.06,37.3435,-121.5971,2.311
0.293,43,5.71,2.35,2316.0,1.32,34.8265,-114.0267,1.006
0.467,5,6.53,3.67,769.0,2.77,40.9811,-122.3124,2.795
0.343,19,6.77,3.71,1522.0,2.69,34.4627,-121.2916,2.029
0.391,40,5.78,3.19,4769.0,3.85,39.1547,-122.737,1.211
0.217,15,5.39,2.28,4610.0,2.39,39.9894,-114.4706,0.83
0.357,45,6.39,2.93,4105.0,3.39,40.4822,-118.5,1.405
0.384,15,4.6,2.17,4342.0,2.93,40.4755,-121.9067,1.746
0.243,21,4.78,2.23,3615.0,1.99,40.0447,-123.0877,0.994
0.362,45,5.45,2.61,3192.0,2.61,36.8491,-115.3145,1.27
0.362,13,3.76,2.0,3915.0,4.07,38.4272,-123.8421,1.135
0.245,49,6.33,2.87,3302.0,2.88,40.6483,-117.7457,0.884
0.201,3,4.54,2.2,1828.0,3.63,36.4927,-118.0936,0.686
0.196,14,5.03,2.7,3277.0,3.6,38.8731,-116.3962,1.126
0.306,30,5.29,2.39,1620.0,2.69,34.0156,-117.3406,0.987
0.333,30,5.54,2.75,3200.0,2.1,37.8646,-115.717,1.353
0.225,46,5.16,2.4,2030.0,2.19,33.8399,-124.1007,0.678
0.3,48,5.43,2.62,2539.0,4.02,38.7728,-119.9819,1.296
0.363,34,5.44,2.39,1071.0,3.11,36.0799,-123.6499,1.442
0.369,33,5.05,2.36,4793.0,1.79,34.6645,-120.2452,0.944
0.512,16,4.73,2.46,3782.0,3.58,35.9271,-118.6113,2.167
0.465,41,6.58,3.04,714.0,1.75,39.1635,-118.2654,1.892
0.209,33,3.4,1.56,2480.0,2.42,41.1263,-114.7899,0.582
0.536,2,5.29,2.4,2380.0,3.06,32.6072,-114.8219,2.725
0.247,42,5.03,2.18,4451.0,4.76,34.0946,-121.2472,0.537
0.429,18,5.92,2.99,3824.0,3.57,39.2045,-117.1598,
0.304,24,4.05,1.81,4416.0,2.66,37.903,-117.0166,0.802
0.257,25,5.0,2.85,2440.0,3.02,35.5322,-114.4499,1.052
0.158,41,5.4,2.6,948.0,3.64,38.6918,-123.6187,0.696
0.28,14,6.57,3.21,3662.0,4.0,40.7383,-118.0199,1.76
0.172,20,5.83,2.44,1250.0,2.83,34.9508,-120.2237,0.861
0.417,2,4.32,2.09,3255.0,2.85,37.1139,-120.8531,2.024
0.506,18,5.01,2.26,2171.0,2.42,32.6973,-118.0163,2.501
0.225,5,6.39,3.65,1878.0,3.47,41.487,-121.5649,1.473
0.33,30,4.3,2.12,770.0,3.72,40.1156,-124.1234,0.994
0.231,45,5.42,2.81,4040.0,1.64,37.2984,-116.3332,0.714
0.239,24,5.49,2.12,3509.0,2.72,41.924,-123.5886,1.054
0.39,46,5.11,2.6,1841.0,2.15,34.5921,-121.0539,1.896
0.293,49,8.2,3.88,3740.0,3.11,39.5677,-118.2533,1.484
0.547,3,,2.39,4934.0,2.13,39.8103,-117.9508,2.589
0.251,26,5.95,3.34,3662.0,2.08,40.3931,-117.5042,1.131
0.422,27,4.73,2.37,4757.0,3.79,39.0084,-114.0577,1.413
0.308,20,6.03,2.76,2457.0,2.88,34.3106,-120.2854,1.396
0.393,42,6.37,3.01,2009.0,2.96,33.3677,-123.0563,1.631
0.254,20,4.91,3.0,4247.0,3.3,34.2134,-123.0515,1.193
0.292,3,5.45,2.74,3382.0,3.68,40.654,-119.1424,1.213
0.286,28,4.6,2.0,3108.0,2.71,36.319,-120.4707,1.317
0.222,11,4.36,1.96,3281.0,2.72,37.6886,-114.9118,1.347
0.375,18,6.54,2.79,4969.0,2.73,32.741,-119.1352,1.576
0.373,26,4.95,2.6,3499.0,3.76,37.1686,-119.7545,1.727
0.366,37,3.09,1.31,4114.0,2.95,36.3881,-115.4453,1.116
0.509,14,7.27,3.47,372.0,2.8,37.5783,-116.1409,3.032
0.494,20,4.7,1.94,3666.0,3.27,36.0651,-117.0043,1.614
0.261,4,5.25,2.5,1725.0,4.28,33.2167,-118.9628,1.332
0.339,20,7.14,4.22,791.0,3.05,32.9176,-122.0359,1.849
0.239,30,5.36,2.36,1526.0,2.81,41.5231,-118.5415,1.719
0.3,31,5.34,2.65,4196.0,4.36,38.2363,-123.2845,1.112
0.241,15,4.27,2.11,4124.0,3.93,38.6123,-118.8635,0.811
0.524,4,3.87,2.14,1666.0,3.83,41.1965,-115.5599,1.58
0.338,29,5.33,2.2,1121.0,2.65,37.7332,-119.0924,1.191
0.275,33,5.86,2.94,2210.0,2.58,38.3478,-123.781,1.022
0.452,5,5.81,2.4,1792.0,1.72,37.4689,-124.1712,2.328
0.139,26,5.02,2.49,2421.0,3.68,34.1718,-115.4649,0.2
0.147,5,5.52,2.88,3963.0,3.05,35.4594,-122.145,0.648
0.393,23,3.66,1.55,1790.0,1.74,40.9012,-118.9802,0.753
0.304,33,5.96,2.86,1032.0,3.84,36.7167,-116.3437,1.837
0.325,36,5.66,2.71,720.0,2.76,34.4394,-121.8413,1.46
0.187,36,7.47,4.05,3488.0,2.85,40.3664,-116.7568,1.114
0.295,38,5.51,2.74,1156.0,1.94,33.3294,-123.7094,0.908
0.599,13,4.56,2.09,1254.0,3.34,38.5755,-116.6396,2.675
0.397,43,5.45,2.96,4056.0,3.35,39.1512,-123.8281,1.812
0.316,18,5.17,2.6,645.0,2.97,35.3858,-121.59,1.49
0.255,19,5.93,2.94,3330.0,2.71,34.0854,-121.8046,1.083
0.259,40,5.53,2.62,254.0,4.84,36.7588,-115.1401,1.307
0.141,17,4.24,1.77,4725.0,2.16,39.6728,-118.888,0.726
0.325,4,3.86,1.89,3625.0,2.49,40.9236,-115.6477,1.459
0.4,36,5.76,three,4141.0,3.5,40.2457,-118.3861,1.714
0.171,34,6.88,2.6,3398.0,2.29,33.5405,-116.0275,1.251
0.236,30,5.58,2.77,2130.0,2.24,34.6164,-118.7109,0.839
0.198,8,,3.06,4977.0,3.79,38.3614,-119.7759,1.371
0.212,32,6.51,3.21,3973.0,3.42,39.2441,-117.5912,0.864
0.303,10,5.77,2.82,626.0,3.34,32.583,-121.4923,0.873
0.143,28,4.69,2.21,2966.0,3.13,33.8545,-114.8533,0.4
0.369,26,5.7,2.49,2804.0,2.52,33.3932,-114.9646,1.41
0.387,39,6.71,3.08,1574.0,2.82,35.7405,-123.7363,1.906
0.272,49,6.03,2.6,2389.0,2.94,38.9676,-114.8737,1.345
0.125,10,6.25,2.71,4880.0,3.59,41.4603,-122.5904,0.883
0.21,6,5.04,2.35,615.0,3.3,33.3505,-117.3466,1.797
0.458,28,5.3,2.44,4656.0,2.35,37.3079,-115.8574,1.518
0.112,48,5.38,2.32,3561.0,3.55,36.0384,-121.967,0.2
0.263,8,5.45,2.9,738.0,1.83,36.2841,-123.3171,1.506
0.197,25,6.67,2.56,1665.0,2.78,33.1464,-116.5601,1.054
0.394,21,3.15,1.58,4229.0,2.2,35.239,-119.8545,0.714
0.235,16,5.53,2.72,3577.0,2.4,34.8983,-119.3898,1.001
0.342,34,5.42,2.92,572.0,4.35,39.3238,-116.5005,1.21
0.362,15,4.13,2.22,907.0,1.97,38.5977,-121.8351,1.213
0.565,25,6.17,2.69,4658.0,2.43,38.5449,-123.4799,2.826
0.277,43,4.78,1.87,956.0,3.36,37.433,-114.4437,1.057
0.339,19,5.14,2.59,3195.0,2.67,35.7498,-117.1536,1.296
0.177,2,7.35,3.39,4978.0,3.11,34.816,-117.6526,1.726
0.451,45,6.51,3.04,999.0,4.0,32.6072,-121.0041,1.911
0.228,14,6.07,2.64,413.0,3.46,33.9053,-114.0451,
0.244,39,5.88,2.31,4122.0,2.67,34.5889,-122.1633,0.581
0.295,39,5.34,2.22,4759.0,2.91,41.7679,-122.63,1.0
0.172,27,7.5,3.65,2675.0,3.37,41.7193,-121.158,0.652
0.322,5,6.3,2.86,1319.0,3.44,39.7928,-116.741,1.488
0.417,48,4.75,2.13,485.0,3.01,38.2981,-122.0114,1.354
0.329,35,4.1,1.96,4574.0,3.25,38.8537,-121.216,1.244
0.17,22,6.07,3.23,4032.0,3.25,38.2052,-118.9389,1.229
0.285,43,5.44,2.81,4502.0,2.94,38.6449,-117.6756,1.123
0.385,40,4.07,1.75,3984.0,2.58,34.5828,-122.9332,1.074
0.154,39,5.93,2.52,2277.0,3.52,41.7787,-117.6263,0.577
0.204,9,5.23,2.54,2513.0,3.2,39.6881,-120.4989,1.192
0.404,32,6.03,2.8,2035.0,1.54,34.7253,-120.8654,2.309
0.327,15,5.94,2.54,3709.0,2.42,37.3797,-123.6703,1.602
0.343,4,4.89,2.78,680.0,2.66,39.9976,-114.2734,1.477
0.57,17,6.13,3.05,392.0,2.86,41.156,-117.2222,2.627
0.35,6,5.0,2.0,4814.0,3.84,36.1465,-123.4512,1.393
0.374,6,5.07,2.35,1726.0,5.24,37.0954,-120.6545,1.893
0.768,37,4.97,2.65,366.0,1.28,35.4439,-123.6593,2.596
0.276,26,6.63,3.12,3431.0,3.21,36.0775,-118.8139,1.497
0.225,20,5.22,2.27,2114.0,3.05,34.6632,-117.1485,1.237
0.345,10,6.87,4.32,1306.0,2.87,32.7842,-123.9062,2.012
0.347,39,7.28,3.41,2285.0,3.38,36.4551,-114.8172,1.406
0.247,32,4.76,,2361.0,3.1,36.9705,-120.5716,0.868
0.207,30,2.58,1.46,3137.0,2.75,39.909,-122.0347,0.209
0.667,10,6.54,3.09,4673.0,3.02,37.4649,-123.1365,2.984
0.333,7,5.16,2.49,4428.0,3.39,35.6008,-122.9709,1.225
0.23,7,4.63,2.21,4168.0,3.32,36.9008,-115.5771,1.342
0.41,2,4.91,2.42,2562.0,3.13,40.0633,-119.4595,1.854
0.286,49,5.09,2.68,2878.0,2.59,37.069,-116.1163,0.401
0.272,19,6.8,3.76,834.0,4.97,37.7742,-122.1157,1.185
0.362,33,5.66,2.88,2968.0,3.25,34.1435,-121.1615,1.807
0.189,50,6.78,2.99,3422.0,3.53,32.5725,-120.1675,0.774
0.336,47,5.99,2.79,4457.0,2.64,41.3319,-119.7276,1.107
0.581,17,5.19,2.49,422.0,3.13,35.0457,-123.4744,2.792
0.35,25,5.11,2.7,4342.0,3.13,35.802,-124.0275,1.237
0.261,24,6.06,2.99,2688.0,1.66,33.591,-114.0431,0.887
0.249,2,6.32,2.81,623.0,2.5,37.3735,-117.5013,1.293
0.258,39,6.5,2.95,4978.0,2.49,39.5024,-123.9249,1.268
0.272,29,5.24,2.61,2434.0,2.58,39.0176,-116.3881,1.718
0.26,19,5.68,3.6,2174.0,2.25,40.6282,-120.7083,1.468
0.41,28,6.08,3.1,1116.0,3.03,35.2224,-116.1372,1.759
0.162,37,5.12,2.55,552.0,3.98,35.4893,-114.5271,0.651
0.402,1,4.37,2.28,599.0,3.09,41.6729,-124.221,1.79
0.26,33,4.69,2.33,1482.0,2.17,36.8377,-114.3749,0.369
0.339,44,5.26,2.32,1603.0,2.28,40.4279,-122.7595,1.3
0.2,37,6.16,2.94,2422.0,2.74,38.3093,-121.3791,1.125
0.473,31,6.76,2.94,3131.0,2.01,34.2182,-117.9171,2.709
0.46,5,4.14,2.3,4960.0,3.21,41.5957,-116.9828,1.911
0.416,38,,2.4,4012.0,3.95,35.5822,-122.7126,1.948
0.175,38,5.14,3.0,2532.0,2.6,38.597,-123.0633,1.133
0.397,25,6.29,3.12,4579.0,3.05,34.9179,-121.4913,2.132
0.343,30,4.97,2.63,2877.0,2.7,37.9688,-121.0812,1.271
0.17,31,5.07,2.15,2230.0,2.56,37.6406,-121.1587,0.849
0.295,7,4.09,1.87,1243.0,3.13,34.9799,-122.7012,0.77
0.338,13,5.98,2.6,2227.0,2.54,41.8933,-114.3065,1.745
0.361,40,5.34,2.65,396.0,2.43,33.8365,-116.1202,1.622
0.316,49,4.85,2.56,935.0,1.87,36.7086,-114.2098,
0.329,14,5.24,2.77,4735.0,3.05,32.7981,-123.4116,0.852
0.498,21,6.63,3.08,1135.0,3.75,38.9859,-123.7064,2.942
0.457,46,4.5,1.83,2922.0,3.5,36.89,-118.8723,1.541
0.109,9,4.66,2.13,691.0,4.04,37.8209,-118.0481,1.281
0.266,14,6.75,3.33,3085.0,2.53,39.1358,-117.8309,1.715
0.281,3,5.58,2.7,4884.0,3.6,39.7581,-123.5208,1.751
0.161,12,6.17,2.95,2397.0,2.23,41.6754,-115.6401,1.396
0.307,32,5.9,2.36,812.0,3.5,40.708,-119.358,1.289
0.46,18,5.46,2.33,309.0,4.15,35.5761,-120.6345,1.956
0.203,50,5.15,2.39,3831.0,3.35,39.409,-119.2034,0.447
0.334,45,6.33,2.98,694.0,4.16,33.2217,-124.0752,1.234
0.216,45,6.66,3.08,1725.0,2.58,33.794,-122.2417,1.59
0.235,37,6.58,2.99,4248.0,2.91,36.8663,-114.0159,1.058
0.499,36,4.31,2.14,2778.0,2.36,36.8664,-118.6981,1.727
0.246,26,6.8,3.52,4390.0,3.02,37.3046,-123.6753,0.818
0.35,50,5.14,2.23,4389.0,3.19,37.0144,-121.4252,1.316
0.154,5,4.74,2.25,3374.0,3.02,38.5931,-122.5599,0.693
0.571,37,5.33,2.33,4693.0,2.67,41.5663,-114.7906,2.392
0.367,8,6.33,2.61,374.0,2.66,34.1405,-116.0348,1.851
0.279,17,6.04,2.74,1353.0,3.24,35.8959,-118.7575,1.894
0.364,13,5.24,2.41,1529.0,2.89,33.2055,-114.5063,1.935
0.182,31,6.34,2.31,4574.0,2.19,34.3998,-120.5849,0.746
0.45,40,5.64,2.63,3183.0,1.67,41.8794,-115.4178,2.131
0.265,4,4.93,2.62,1409.0,2.58,32.8758,-119.5908,1.664
0.277,31,4.79,2.34,1201.0,2.03,34.5299,-115.5894,1.234
0.25,12,5.91,2.45,4063.0,2.42,36.5518,-115.0428,0.962
